Date,Tweet,ID,Time,Impressions,Engagements,Engagement Rate,Retweets,Replies,Likes,User Profile Clicks,URL Clicks,Hashtag Clicks,Detail Expands,Permalink Clicks,App Opens,App Installs,Follows,Email Tweet,Dial Phone,Media Views,Media Engagements
2020-10-07 18:18:00,#BreakingNews is the future! Can't wait to see what happens next.,9027685,18:18:00,32642,2193,0.0672,1990,776,3018,35,71,192,388,187,28,14,80,11,5,1207,1856
2020-07-22 08:00:00,Did you hear about #Football? Crazy stuff!,7117270,08:00:00,2829,2085,0.737,1987,646,229,78,181,123,285,305,2,28,25,0,7,1121,1425
2020-08-11 18:10:00,Loving the latest updates on #BreakingNews!,1011953,18:10:00,43893,14090,0.321,1928,867,4127,298,215,47,55,374,83,25,60,5,0,2639,594
2020-05-11 16:03:00,Just saw something interesting about #Gaming. Thoughts?,1895574,16:03:00,40158,15875,0.3953,585,833,1055,183,246,165,661,92,2,38,82,9,3,964,1315
2020-06-09 17:21:00,Loving the latest updates on #AI!,7238837,17:21:00,30350,18362,0.605,1336,744,1016,305,82,182,97,314,46,26,91,2,2,646,1701
2020-11-04 01:42:00,Did you hear about #BreakingNews? Crazy stuff!,3887930,01:42:00,2707,655,0.242,347,396,4835,164,107,49,544,24,48,31,22,17,7,4081,174
2020-07-04 09:44:00,"I just read an article on #Gaming, and it's amazing!",2040752,09:44:00,43607,25589,0.5868,1832,832,3840,414,153,39,145,367,87,23,5,17,2,1499,1133
2020-11-01 10:01:00,"I just read an article on #FoodLover, and it's amazing!",2830100,10:01:00,22876,743,0.0325,1616,863,2393,166,91,183,4,297,89,46,80,0,2,324,1299
2020-10-21 05:13:00,"I just read an article on #Football, and it's amazing!",5592178,05:13:00,46038,5557,0.1207,1341,596,4277,145,191,19,469,29,100,20,0,5,1,2424,2136
2020-05-20 05:28:00,Loving the latest updates on #AI!,2892725,05:28:00,39692,6774,0.1707,552,180,3774,95,199,10,683,211,74,37,18,11,8,702,2896
2020-01-15 16:09:00,"I just read an article on #Football, and it's amazing!",7357101,16:09:00,9976,1403,0.1406,812,721,3172,465,19,192,298,186,40,20,42,1,3,4753,1041
2020-01-09 00:31:00,Did you hear about #FoodLover? Crazy stuff!,5718456,00:31:00,47544,11381,0.2394,109,359,352,6,51,25,239,202,36,45,31,9,5,384,210
2020-07-24 01:38:00,Just saw something interesting about #Football. Thoughts?,4894674,01:38:00,25728,16003,0.622,1282,801,2342,298,253,2,28,240,74,44,28,13,9,1072,144
2020-05-29 02:00:00,Did you hear about #AI? Crazy stuff!,4326876,02:00:00,42045,30926,0.7355,1596,632,3558,492,228,94,218,383,73,48,44,3,8,4415,2921
2020-05-05 20:03:00,Just saw something interesting about #Gaming. Thoughts?,3542799,20:03:00,37585,9495,0.2526,404,339,586,210,180,37,593,340,93,46,88,16,8,673,345
2020-05-21 13:43:00,Loving the latest updates on #AI!,6148832,13:43:00,47978,8774,0.1829,1247,143,4933,250,131,91,555,124,59,9,55,15,9,4618,1354
2020-04-19 21:51:00,"I just read an article on #Football, and it's amazing!",2006535,21:51:00,38830,3145,0.081,1346,294,77,70,87,132,630,285,47,46,20,2,0,858,1600
2020-03-06 04:54:00,"I just read an article on #FoodLover, and it's amazing!",1119192,04:54:00,27207,11836,0.435,1034,683,796,334,22,2,366,368,93,46,24,6,9,1404,2182
2020-10-22 10:41:00,"I just read an article on #FoodLover, and it's amazing!",7462310,10:41:00,17463,12357,0.7076,72,797,1478,102,121,105,138,16,91,11,39,8,3,870,890
2020-06-09 19:09:00,Just saw something interesting about #AI. Thoughts?,3116221,19:09:00,20638,2780,0.1347,965,637,3881,417,184,88,167,268,18,33,20,19,9,259,325
2020-08-12 04:46:00,Did you hear about #FoodLover? Crazy stuff!,5123952,04:46:00,13114,2689,0.205,213,629,4223,74,190,115,606,378,79,2,90,10,9,286,2358
2020-02-19 07:07:00,"I just read an article on #BreakingNews, and it's amazing!",4170748,07:07:00,22652,16374,0.7229,733,694,2817,414,57,126,156,17,53,41,18,12,3,4274,1029
2020-03-14 11:31:00,"I just read an article on #BreakingNews, and it's amazing!",9561293,11:31:00,47700,28986,0.6077,1954,813,4133,435,290,169,627,24,2,7,95,0,5,170,1651
2020-02-02 22:30:00,Did you hear about #FoodLover? Crazy stuff!,5243615,22:30:00,15428,14919,0.967,1013,704,212,363,109,25,265,272,10,24,64,8,1,3480,2825
2020-09-12 06:51:00,#BreakingNews is the future! Can't wait to see what happens next.,4993869,06:51:00,28282,15799,0.5586,1851,894,1151,191,85,38,555,29,91,45,47,7,9,1303,959
2020-08-18 18:56:00,Just saw something interesting about #FoodLover. Thoughts?,6905883,18:56:00,38359,29432,0.7673,702,101,693,62,296,128,295,173,75,1,60,13,10,2836,1613
2020-07-22 19:02:00,"I just read an article on #BreakingNews, and it's amazing!",9281278,19:02:00,38609,25745,0.6668,1430,418,2747,187,65,118,96,65,38,27,4,8,2,3557,2954
2020-02-05 14:48:00,#Football is the future! Can't wait to see what happens next.,5711582,14:48:00,9569,2382,0.2489,1684,506,1752,343,172,150,561,10,94,9,91,0,4,3359,1456
2020-08-16 11:51:00,Did you hear about #FoodLover? Crazy stuff!,1186754,11:51:00,44476,43916,0.9874,1153,641,3443,107,239,196,312,99,70,18,38,20,0,4737,2434
2020-09-01 18:08:00,#FoodLover is the future! Can't wait to see what happens next.,6660998,18:08:00,27966,27497,0.9832,1114,810,3464,423,6,7,45,263,90,30,94,3,7,2458,2170
2020-09-24 23:49:00,#AI is the future! Can't wait to see what happens next.,5385814,23:49:00,39473,23306,0.5904,737,193,3131,156,153,55,522,72,8,1,21,15,4,2139,215
2020-11-09 10:41:00,"I just read an article on #Gaming, and it's amazing!",7244342,10:41:00,31268,1700,0.0544,1258,358,1888,474,75,186,329,16,54,47,78,18,10,763,2623
2020-01-09 08:56:00,Loving the latest updates on #Gaming!,1369348,08:56:00,46765,39830,0.8517,124,714,640,496,297,37,235,125,8,32,100,16,3,2763,1880
2020-02-12 15:13:00,"I just read an article on #Football, and it's amazing!",5105722,15:13:00,29146,15771,0.5411,26,414,1541,247,131,2,566,40,81,17,34,20,3,3634,1802
2020-10-02 22:52:00,#FoodLover is the future! Can't wait to see what happens next.,3569685,22:52:00,48246,36125,0.7488,471,940,1073,151,91,98,540,362,77,28,85,18,9,2209,570
2020-04-29 13:27:00,"I just read an article on #FoodLover, and it's amazing!",9306459,13:27:00,21782,11233,0.5157,946,469,2439,71,48,142,649,107,18,35,39,15,0,3007,1226
2020-08-14 20:20:00,Just saw something interesting about #Gaming. Thoughts?,8139528,20:20:00,45210,10477,0.2317,1482,739,4959,112,166,192,587,69,10,30,52,7,10,1441,865
2020-02-23 23:46:00,Just saw something interesting about #AI. Thoughts?,1779666,23:46:00,20352,17866,0.8778,1121,311,768,445,226,127,607,276,81,40,8,15,1,4614,804
2020-07-21 17:54:00,Loving the latest updates on #BreakingNews!,2468717,17:54:00,45579,26914,0.5905,737,308,4335,418,122,23,669,279,89,31,68,8,8,778,373
2020-08-16 17:01:00,Loving the latest updates on #BreakingNews!,6694587,17:01:00,43560,36731,0.8432,169,324,4523,451,181,104,166,363,63,33,6,9,7,406,410
2020-09-12 03:51:00,Loving the latest updates on #Football!,5674598,03:51:00,37811,10500,0.2777,1613,339,2570,230,300,113,559,302,96,25,54,13,9,222,1035
2020-11-02 06:08:00,Loving the latest updates on #Football!,5506903,06:08:00,35170,24184,0.6876,799,141,4287,27,120,94,250,255,1,43,90,10,3,3847,1037
2020-08-22 19:47:00,#BreakingNews is the future! Can't wait to see what happens next.,4555942,19:47:00,49575,6057,0.1222,327,621,4894,22,296,105,515,136,0,11,69,14,7,12,1518
2020-01-29 02:38:00,#Football is the future! Can't wait to see what happens next.,3873945,02:38:00,38866,3233,0.0832,1979,594,4372,94,250,36,441,65,74,46,14,14,5,3252,2397
2020-09-22 05:39:00,Just saw something interesting about #Gaming. Thoughts?,9282616,05:39:00,9179,3001,0.3269,756,995,1840,1,22,80,202,117,22,13,58,11,10,2136,2595
2020-04-24 09:32:00,Did you hear about #Gaming? Crazy stuff!,6957081,09:32:00,26582,3579,0.1346,172,250,898,113,117,56,695,292,32,0,58,2,1,763,1915
2020-04-30 20:49:00,Just saw something interesting about #FoodLover. Thoughts?,9905557,20:49:00,18972,12125,0.6391,1684,193,2422,392,252,143,203,347,35,7,76,1,0,355,2094
2020-09-07 01:57:00,Just saw something interesting about #Gaming. Thoughts?,6321287,01:57:00,31799,31727,0.9977,1936,997,1422,252,137,27,431,299,24,29,31,9,2,372,273
2020-01-29 08:53:00,#FoodLover is the future! Can't wait to see what happens next.,5947527,08:53:00,6947,4181,0.6018,614,638,2273,307,3,118,647,90,29,33,47,14,4,4649,2622
2020-04-08 10:56:00,Just saw something interesting about #Gaming. Thoughts?,5694363,10:56:00,36114,11875,0.3288,1710,288,4971,32,76,102,599,45,80,47,3,6,10,4027,122
2020-01-02 01:29:00,#AI is the future! Can't wait to see what happens next.,9738921,01:29:00,30398,30355,0.9986,1122,499,1559,88,31,83,415,38,19,15,99,1,1,1489,695
2020-11-22 05:17:00,"I just read an article on #FoodLover, and it's amazing!",2530662,05:17:00,48959,47227,0.9646,1946,360,762,414,31,25,227,11,47,43,98,13,1,901,1505
2020-07-02 21:24:00,Did you hear about #FoodLover? Crazy stuff!,1744875,21:24:00,14018,7590,0.5414,1728,52,275,86,203,161,149,223,21,3,23,1,2,809,616
2020-08-27 06:18:00,"I just read an article on #Gaming, and it's amazing!",6833609,06:18:00,36051,15402,0.4272,1761,342,1263,140,228,4,499,339,91,0,11,16,9,1975,1385
2020-09-05 02:11:00,Just saw something interesting about #Gaming. Thoughts?,7660192,02:11:00,37846,31692,0.8374,1823,113,4000,307,256,65,220,158,54,36,31,17,9,2171,641
2020-12-17 18:03:00,"I just read an article on #BreakingNews, and it's amazing!",9621178,18:03:00,42876,41660,0.9716,946,76,2702,305,93,150,556,76,80,37,57,7,3,2560,2460
2020-10-20 19:27:00,"I just read an article on #Gaming, and it's amazing!",6621635,19:27:00,24386,8043,0.3298,701,781,4959,54,83,127,115,188,1,8,3,11,5,3753,1073
2020-01-22 23:49:00,Just saw something interesting about #BreakingNews. Thoughts?,5522080,23:49:00,15117,5951,0.3937,584,3,4169,124,106,41,148,364,7,31,87,11,10,3668,2837
2020-09-23 09:09:00,Just saw something interesting about #FoodLover. Thoughts?,2785013,09:09:00,32463,15389,0.474,366,346,3579,411,23,172,199,170,55,38,93,5,6,2086,2247
2020-08-04 01:50:00,#FoodLover is the future! Can't wait to see what happens next.,1623659,01:50:00,36270,12014,0.3312,1563,53,394,455,137,74,644,27,87,3,64,3,6,1645,1099
2020-02-10 20:53:00,Loving the latest updates on #BreakingNews!,9536978,20:53:00,30350,26975,0.8888,510,504,1867,325,21,24,82,60,88,19,96,16,3,1311,240
2020-03-25 11:43:00,Did you hear about #Gaming? Crazy stuff!,9197601,11:43:00,8860,6371,0.7191,210,21,4336,3,31,19,104,15,94,11,61,5,8,908,662
2020-12-04 15:37:00,"I just read an article on #Football, and it's amazing!",1600789,15:37:00,48892,32262,0.6599,1252,72,551,166,258,168,182,251,23,33,76,12,10,1230,183
2020-05-01 04:43:00,#FoodLover is the future! Can't wait to see what happens next.,7028558,04:43:00,7565,3000,0.3966,577,449,4440,298,182,136,548,67,9,0,82,17,10,1602,2596
2020-08-11 23:24:00,#AI is the future! Can't wait to see what happens next.,8877249,23:24:00,7229,4443,0.6146,615,698,2349,267,200,20,469,260,18,23,86,0,8,3189,281
2020-09-20 22:24:00,Just saw something interesting about #AI. Thoughts?,9717347,22:24:00,1986,459,0.2311,873,315,1481,77,118,82,515,226,65,32,89,2,8,953,1424
2020-10-03 12:03:00,Did you hear about #Gaming? Crazy stuff!,9283862,12:03:00,47179,41898,0.8881,145,737,4623,458,114,131,475,114,77,42,2,9,6,768,2873
2020-11-23 23:21:00,#Gaming is the future! Can't wait to see what happens next.,1286285,23:21:00,4808,902,0.1876,533,887,1448,156,57,129,74,14,15,34,87,1,9,963,833
2020-11-09 17:48:00,Did you hear about #FoodLover? Crazy stuff!,8619016,17:48:00,17301,16517,0.9547,1653,46,4468,59,231,193,459,140,80,44,93,20,8,1733,835
2020-09-19 19:21:00,Did you hear about #Gaming? Crazy stuff!,2054306,19:21:00,8242,1632,0.198,1239,275,4064,35,251,197,369,291,93,3,45,1,2,4587,616
2020-07-11 14:43:00,Loving the latest updates on #Gaming!,6993512,14:43:00,46332,7357,0.1588,1503,636,1464,327,84,108,449,194,12,29,30,2,0,2917,1
2020-06-14 16:19:00,"I just read an article on #BreakingNews, and it's amazing!",8811492,16:19:00,11553,4775,0.4133,518,560,2860,257,163,68,333,111,17,10,83,14,7,3786,1770
2020-06-08 12:41:00,Did you hear about #Gaming? Crazy stuff!,7939256,12:41:00,38578,7312,0.1895,1539,365,4737,386,260,182,118,14,78,49,90,3,4,3586,1414
2020-10-10 10:48:00,Just saw something interesting about #BreakingNews. Thoughts?,1242594,10:48:00,7976,7923,0.9934,1899,82,4146,272,72,171,131,63,35,22,75,15,0,3603,184
2020-01-29 07:24:00,#AI is the future! Can't wait to see what happens next.,7880486,07:24:00,2625,1979,0.7539,873,810,4163,342,10,122,565,312,58,30,49,4,10,948,727
2020-08-18 15:49:00,"I just read an article on #FoodLover, and it's amazing!",9554818,15:49:00,31586,26140,0.8276,1402,158,4365,44,209,15,525,304,10,35,39,7,5,4638,148
2020-02-08 22:29:00,Did you hear about #FoodLover? Crazy stuff!,6132597,22:29:00,31005,28400,0.916,1536,846,4611,171,262,46,126,21,81,12,96,20,5,1945,2997
2020-12-29 10:50:00,#Gaming is the future! Can't wait to see what happens next.,1123671,10:50:00,11235,1193,0.1062,582,310,3383,112,207,43,253,316,28,3,3,19,7,3952,2842
2020-02-11 12:49:00,"I just read an article on #Gaming, and it's amazing!",1118846,12:49:00,13173,4949,0.3757,805,907,1553,94,136,34,368,228,36,22,35,7,6,4015,1756
2020-06-03 04:16:00,#AI is the future! Can't wait to see what happens next.,5481503,04:16:00,31660,31651,0.9997,166,680,3982,316,288,124,597,348,59,9,54,7,3,2594,1901
2020-11-29 06:03:00,"I just read an article on #AI, and it's amazing!",9743571,06:03:00,34036,4881,0.1434,1641,765,1237,391,41,11,403,392,95,17,99,6,0,2398,429
2020-12-29 10:42:00,"I just read an article on #FoodLover, and it's amazing!",9760268,10:42:00,34356,10056,0.2927,1129,553,763,193,158,61,482,397,52,41,26,7,7,1961,2534
2020-08-25 00:20:00,Just saw something interesting about #Gaming. Thoughts?,1160913,00:20:00,28515,27710,0.9718,232,149,1384,3,32,18,524,7,53,19,35,17,7,605,1733
2020-08-14 20:40:00,#BreakingNews is the future! Can't wait to see what happens next.,3867305,20:40:00,41296,16600,0.402,4,928,121,385,36,12,622,132,80,44,11,13,3,133,376
2020-05-07 19:39:00,#BreakingNews is the future! Can't wait to see what happens next.,9463606,19:39:00,12571,9196,0.7315,176,365,1364,438,70,107,240,51,97,43,41,8,10,290,1587
2020-08-05 22:22:00,Just saw something interesting about #Football. Thoughts?,5665759,22:22:00,30335,18030,0.5944,1972,670,4783,222,5,155,614,146,7,47,3,14,1,1776,1275
2020-06-03 04:42:00,#BreakingNews is the future! Can't wait to see what happens next.,2723655,04:42:00,32530,25546,0.7853,1306,116,1470,472,90,58,209,384,66,44,58,14,5,3240,1169
2020-04-29 01:47:00,Did you hear about #Football? Crazy stuff!,3655537,01:47:00,6406,1793,0.2799,1598,7,4136,392,180,108,258,25,90,11,66,9,1,4109,2534
2020-07-19 11:57:00,#BreakingNews is the future! Can't wait to see what happens next.,6622790,11:57:00,49402,15941,0.3227,763,817,1816,96,270,83,346,212,49,28,96,2,4,1226,1469
2020-11-23 17:19:00,"I just read an article on #FoodLover, and it's amazing!",5320021,17:19:00,20764,17895,0.8618,683,865,301,11,17,47,694,216,50,50,32,12,3,3622,1383
2020-11-07 04:42:00,"I just read an article on #BreakingNews, and it's amazing!",8695978,04:42:00,49320,44242,0.897,625,240,2022,372,171,179,338,281,47,28,21,19,5,160,1151
2020-05-03 00:01:00,#BreakingNews is the future! Can't wait to see what happens next.,3476985,00:01:00,27502,10858,0.3948,814,524,1160,327,229,160,200,308,81,7,7,9,0,4687,2165
2020-09-18 05:37:00,#Football is the future! Can't wait to see what happens next.,1245325,05:37:00,6171,3368,0.5458,243,342,2032,372,10,107,68,36,2,11,30,13,5,2288,122
2020-09-30 20:59:00,"I just read an article on #FoodLover, and it's amazing!",7604539,20:59:00,29406,17883,0.6081,1220,274,3352,480,204,13,241,106,70,38,78,7,5,2790,2514
2020-12-18 23:17:00,#Football is the future! Can't wait to see what happens next.,7641251,23:17:00,20188,17516,0.8676,1947,626,1830,220,124,137,420,366,41,2,55,3,0,3779,1409
2020-07-19 13:40:00,"I just read an article on #BreakingNews, and it's amazing!",6773687,13:40:00,10237,2137,0.2088,995,956,1459,168,118,151,447,244,49,33,66,9,8,4195,602
2020-05-29 14:19:00,Did you hear about #Football? Crazy stuff!,2560840,14:19:00,41487,14534,0.3503,1294,632,494,97,117,69,247,145,71,41,61,14,1,4158,372
2020-01-20 08:42:00,"I just read an article on #FoodLover, and it's amazing!",7185879,08:42:00,9181,8907,0.9702,1702,57,1630,193,4,182,286,149,3,37,65,11,1,3716,1338
2020-04-23 10:06:00,#AI is the future! Can't wait to see what happens next.,3393853,10:06:00,43261,42997,0.9939,1127,988,4532,495,134,186,305,162,4,37,24,6,6,2980,288
2020-01-17 03:12:00,"I just read an article on #Football, and it's amazing!",3721012,03:12:00,35145,20367,0.5795,533,480,4026,261,63,143,153,226,73,19,76,14,10,3557,1366
2020-12-01 12:35:00,Did you hear about #AI? Crazy stuff!,1209306,12:35:00,23164,19245,0.8308,440,822,4583,136,166,101,322,261,38,48,57,20,9,397,1086
2020-01-25 02:27:00,Just saw something interesting about #Football. Thoughts?,1144009,02:27:00,33342,29057,0.8715,1524,884,4878,223,191,8,486,56,86,28,40,8,7,2488,2081
2020-11-29 20:42:00,Loving the latest updates on #Football!,7293302,20:42:00,1986,1871,0.9421,1092,738,3526,385,284,100,453,377,81,23,57,4,10,1593,992
2020-09-18 09:47:00,"I just read an article on #FoodLover, and it's amazing!",1961505,09:47:00,28246,20873,0.739,610,75,1884,221,133,181,490,300,86,1,67,3,3,518,1833
2020-03-12 21:34:00,Just saw something interesting about #Gaming. Thoughts?,5030771,21:34:00,25736,4609,0.1791,1294,284,736,119,252,129,615,275,5,43,16,8,9,4225,2470
2020-04-20 20:43:00,Did you hear about #AI? Crazy stuff!,7065092,20:43:00,6180,4011,0.649,989,825,1945,9,221,174,450,353,26,36,2,15,1,3472,292
2020-05-03 14:25:00,"I just read an article on #FoodLover, and it's amazing!",6823676,14:25:00,27693,19489,0.7038,1940,346,2133,39,56,144,10,244,36,22,26,16,8,2437,2440
2020-03-28 08:11:00,Did you hear about #AI? Crazy stuff!,7733156,08:11:00,35264,806,0.0229,1178,282,64,450,35,185,176,388,11,41,100,18,1,1999,255
2020-03-13 09:36:00,Loving the latest updates on #BreakingNews!,4738771,09:36:00,33789,11203,0.3316,1402,756,3427,438,66,3,347,333,57,41,60,6,2,2701,2636
2020-09-20 20:30:00,#Gaming is the future! Can't wait to see what happens next.,3411608,20:30:00,41692,31776,0.7622,464,580,1324,435,30,38,161,148,37,30,33,19,9,2067,408
2020-12-15 14:30:00,Did you hear about #Gaming? Crazy stuff!,7413483,14:30:00,32020,22692,0.7087,85,882,1412,145,258,175,244,56,33,36,6,14,6,1821,1542
2020-02-20 15:37:00,Did you hear about #AI? Crazy stuff!,5819361,15:37:00,26505,13042,0.4921,279,325,832,496,269,185,155,331,91,25,63,14,6,1035,2051
2020-11-15 10:08:00,Loving the latest updates on #Football!,9621822,10:08:00,12289,6646,0.5408,974,952,68,306,225,177,22,147,71,40,64,2,8,4257,2408
2020-12-17 11:56:00,Loving the latest updates on #Gaming!,4836619,11:56:00,21261,4875,0.2293,892,555,1523,314,164,5,686,113,43,4,15,17,10,2436,2228
2020-04-06 07:10:00,"I just read an article on #FoodLover, and it's amazing!",7499666,07:10:00,16746,11954,0.7138,747,905,827,12,83,116,0,229,82,1,39,18,5,2171,2897
2020-07-23 18:16:00,Just saw something interesting about #FoodLover. Thoughts?,2317864,18:16:00,15552,12418,0.7985,1548,211,4175,15,284,152,181,101,82,35,1,11,0,2492,1585
2020-07-03 19:22:00,#Gaming is the future! Can't wait to see what happens next.,8090574,19:22:00,23652,6763,0.2859,1051,437,2925,146,226,94,218,164,77,22,29,10,0,4117,2131
2020-12-09 06:11:00,Just saw something interesting about #AI. Thoughts?,4098929,06:11:00,26696,421,0.0158,1803,614,4955,473,160,26,284,146,76,19,30,11,5,2226,2878
2020-03-26 21:13:00,Just saw something interesting about #BreakingNews. Thoughts?,8361485,21:13:00,1163,780,0.6707,1250,509,1218,442,47,45,381,344,49,36,76,10,2,1504,529
2020-12-15 04:57:00,"I just read an article on #Gaming, and it's amazing!",9252359,04:57:00,26347,3179,0.1207,1165,557,2616,432,296,148,504,226,74,5,18,13,4,1119,411
2020-08-31 15:36:00,Just saw something interesting about #FoodLover. Thoughts?,8797596,15:36:00,16354,7165,0.4381,625,144,258,341,254,189,691,344,73,8,4,5,0,4770,685
2020-12-10 00:26:00,Just saw something interesting about #Football. Thoughts?,8492073,00:26:00,8284,2322,0.2803,1821,389,2528,65,285,5,500,70,68,15,39,18,2,4071,302
2020-08-28 12:19:00,#Gaming is the future! Can't wait to see what happens next.,3505293,12:19:00,32977,13779,0.4178,286,597,20,271,195,135,333,144,6,21,47,1,0,3225,2900
2020-08-25 22:48:00,#Gaming is the future! Can't wait to see what happens next.,6001402,22:48:00,5395,3661,0.6786,976,941,3558,444,265,48,490,396,81,15,68,8,0,3161,999
2020-06-18 21:10:00,"I just read an article on #Gaming, and it's amazing!",5291852,21:10:00,29667,26503,0.8933,1676,286,4325,156,241,130,426,271,39,42,37,0,5,4803,1635
2020-03-01 05:53:00,#BreakingNews is the future! Can't wait to see what happens next.,1538820,05:53:00,20479,7738,0.3779,766,140,778,160,126,186,571,234,23,34,62,9,5,1099,1048
2020-03-16 18:39:00,Did you hear about #Football? Crazy stuff!,6380741,18:39:00,24198,10302,0.4257,1373,999,3678,23,117,116,698,137,2,10,33,12,0,1182,756
2020-09-01 21:17:00,Did you hear about #Football? Crazy stuff!,2500594,21:17:00,23026,933,0.0405,814,571,2751,98,159,29,240,394,8,10,77,7,10,4825,2292
2020-05-06 22:47:00,Just saw something interesting about #AI. Thoughts?,8434208,22:47:00,2975,769,0.2585,1827,301,4730,90,300,80,396,159,56,4,78,3,3,2483,2900
2020-09-12 20:24:00,#Football is the future! Can't wait to see what happens next.,7821672,20:24:00,25629,2343,0.0914,1440,601,1854,357,178,12,7,61,13,37,0,16,7,2910,2815
2020-07-15 00:04:00,Loving the latest updates on #Gaming!,8857624,00:04:00,7411,6959,0.939,635,457,4259,350,27,100,2,196,39,23,54,7,1,4612,1387
2020-03-28 01:56:00,Did you hear about #Football? Crazy stuff!,1960891,01:56:00,45858,40147,0.8755,156,843,4407,176,193,161,332,289,24,46,97,16,5,3127,711
2020-07-13 01:52:00,Did you hear about #AI? Crazy stuff!,1172802,01:52:00,30383,19438,0.6398,85,404,1615,458,238,55,620,17,40,17,100,4,4,3486,1897
2020-01-11 20:10:00,#AI is the future! Can't wait to see what happens next.,2417130,20:10:00,29265,19058,0.6512,944,811,503,417,71,137,194,264,34,16,7,1,1,2019,842
2020-06-25 16:57:00,Loving the latest updates on #Football!,4624985,16:57:00,2484,2117,0.8523,491,615,340,192,235,33,256,130,94,38,80,1,2,3078,570
2020-05-10 22:59:00,#Football is the future! Can't wait to see what happens next.,1686598,22:59:00,47748,34768,0.7282,270,899,4956,379,151,125,53,187,23,7,57,1,0,773,2781
2020-06-26 00:57:00,"I just read an article on #BreakingNews, and it's amazing!",6378668,00:57:00,9372,9028,0.9633,896,255,1819,386,297,150,626,217,77,37,23,18,7,1451,1764
2020-06-07 04:56:00,Just saw something interesting about #Gaming. Thoughts?,2494908,04:56:00,4041,2524,0.6246,22,670,3718,45,266,70,609,9,23,13,21,17,1,615,1677
2020-11-02 13:06:00,Did you hear about #BreakingNews? Crazy stuff!,8017725,13:06:00,49178,11909,0.2422,1219,418,3591,382,88,11,431,230,53,49,2,13,4,4752,2465
2020-05-28 17:36:00,#FoodLover is the future! Can't wait to see what happens next.,3004774,17:36:00,49283,30616,0.6212,1235,404,3082,229,286,108,559,102,44,4,29,20,0,2609,146
2020-02-11 09:39:00,Loving the latest updates on #FoodLover!,8904782,09:39:00,32359,22289,0.6888,1080,652,1238,485,25,76,139,395,72,6,15,0,7,772,1081
2020-10-14 15:30:00,Just saw something interesting about #Gaming. Thoughts?,8333193,15:30:00,9015,2774,0.3077,1590,189,2879,395,275,49,453,38,27,27,9,13,7,196,1532
2020-09-06 23:39:00,"I just read an article on #AI, and it's amazing!",4447055,23:39:00,17176,16155,0.9406,606,160,4638,354,187,89,645,146,39,7,76,10,6,4240,956
2020-02-10 18:44:00,Did you hear about #AI? Crazy stuff!,8241332,18:44:00,30888,25960,0.8405,1606,410,894,231,278,195,198,79,61,14,63,12,0,3319,2685
2020-10-21 21:30:00,Did you hear about #BreakingNews? Crazy stuff!,8746740,21:30:00,41852,21690,0.5183,1311,994,4762,14,2,66,377,151,3,34,70,10,1,4184,2395
2020-10-01 09:01:00,Loving the latest updates on #BreakingNews!,4687053,09:01:00,39286,21659,0.5513,340,371,183,289,72,131,502,370,2,27,59,18,4,1533,2619
2020-08-15 04:08:00,"I just read an article on #Gaming, and it's amazing!",3850522,04:08:00,34011,5376,0.1581,1037,678,4963,399,21,36,85,146,99,40,12,2,4,262,1043
2020-11-08 15:28:00,Loving the latest updates on #AI!,7686635,15:28:00,21604,3313,0.1534,1077,262,62,179,83,108,28,86,62,21,1,5,10,1317,765
2020-11-24 21:08:00,Loving the latest updates on #Football!,9081724,21:08:00,33256,6402,0.1925,1992,959,3465,252,114,145,154,327,66,13,58,3,2,3705,1203
2020-05-17 21:18:00,Did you hear about #FoodLover? Crazy stuff!,9132422,21:18:00,18246,4500,0.2466,1717,427,2761,220,192,98,368,347,59,18,25,17,3,4476,1514
2020-08-04 18:55:00,"I just read an article on #Gaming, and it's amazing!",8815508,18:55:00,22199,4620,0.2081,199,311,367,496,154,54,238,52,20,30,13,18,1,1238,1336
2020-04-09 01:29:00,Loving the latest updates on #AI!,2453938,01:29:00,42103,40547,0.963,1697,995,4347,286,24,165,341,295,13,0,67,1,6,3551,1395
2020-07-02 17:16:00,Did you hear about #Football? Crazy stuff!,9369416,17:16:00,16526,587,0.0355,1059,774,3777,51,45,101,443,387,77,25,83,1,1,1253,1792
2020-04-09 02:39:00,#FoodLover is the future! Can't wait to see what happens next.,5287620,02:39:00,20740,13119,0.6325,211,607,1207,301,269,108,235,324,69,46,56,6,4,592,2827
2020-10-10 13:02:00,Did you hear about #BreakingNews? Crazy stuff!,6239508,13:02:00,18912,15157,0.8014,748,471,2946,46,35,54,101,186,68,17,23,2,2,2204,1487
2020-07-07 08:30:00,Did you hear about #AI? Crazy stuff!,4946987,08:30:00,45320,14822,0.3271,429,141,226,326,113,22,122,66,27,6,24,19,1,276,18
2020-08-20 01:27:00,Did you hear about #Gaming? Crazy stuff!,2431075,01:27:00,1399,483,0.3452,122,459,2893,279,136,124,200,93,98,11,82,7,0,3000,2821
2020-05-31 17:11:00,#Football is the future! Can't wait to see what happens next.,1717697,17:11:00,6600,3696,0.56,959,369,3102,314,184,31,183,113,68,21,79,13,6,2143,1007
2020-04-29 10:43:00,Loving the latest updates on #Gaming!,7517977,10:43:00,34274,5628,0.1642,326,522,4798,160,297,107,612,273,56,17,86,13,7,4937,2368
